index:ID,effect,:LABEL
GX_1912,咽喉痛,effect
GX_1913,菌痢,effect
GX_1914,通阳复脉,effect
GX_1915,风湿性关节炎,effect
GX_1916,散风祛湿,effect
GX_1917,食少干呕,effect
GX_1918,痛风,effect
GX_1919,理气通脉,effect
GX_1920,消积止痛,effect
GX_1921,泻火,effect
GX_1922,热泻,effect
GX_1923,退热除蒸,effect
GX_1924,刺激性泻药,effect
GX_1925,止呕逆,effect
GX_1926,活血祛风,effect
GX_1927,逐水通便,effect
GX_1928,黄水疮,effect
GX_1929,蛇虫咬伤,effect
GX_1930,清热,effect
GX_1931,益肾涩精,effect
GX_1932,心气痛,effect
GX_1933,健脾益肾,effect
GX_1934,通经活血,effect
GX_1935,化湿止泻,effect
GX_1936,酒服,effect
GX_1937,清肝火,effect
GX_1938,带状疱疹,effect
GX_1939,乳蛾,effect
GX_1940,调中,effect
GX_1941,清热定惊,effect
GX_1942,祛痰开窍,effect
GX_1943,耳聋,effect
GX_1944,祛风消肿,effect
GX_1945,豁除顽痰,effect
GX_1946,阴虚,effect
GX_1947,久泻久痢,effect
GX_1948,治脾,effect
GX_1949,平冲降气,effect
GX_1950,解疮毒,effect
GX_1951,偏瘫,effect
GX_1952,症瘕,effect
GX_1953,头风痛,effect
GX_1954,利胆排石,effect
GX_1955,通诸窍,effect
GX_1956,行气破瘀,effect
GX_1957,发热,effect
GX_1958,托疮毒,effect
GX_1959,清利头目,effect
GX_1960,散毒,effect
GX_1961,口渴,effect
GX_1962,利湿消肿,effect
GX_1963,清肺降气,effect
GX_1964,抗胆碱药,effect
GX_1965,除寒热,effect
GX_1966,角膜云翳,effect
GX_1967,散风热,effect
GX_1968,安神,effect
GX_1969,肾虚遗精,effect
GX_1970,痔疮肿痛,effect
GX_1971,散瘀活血,effect
GX_1972,骨蒸潮热,effect
GX_1973,骨折,effect
GX_1974,顺气止痛,effect
GX_1975,利咽,effect
GX_1976,和胃止痛,effect
GX_1977,排脓生肌,effect
GX_1978,温中止呕,effect
GX_1979,肠炎,effect
GX_1980,活血消肿,effect
GX_1981,胃寒痛,effect
GX_1982,生津止咳,effect
GX_1983,肝肾,effect
GX_1984,乳腺癌,effect
GX_1985,抗病毒药、抗癌药,effect
GX_1986,调经舒郁,effect
GX_1987,腹胀,effect
GX_1988,流脑,effect
GX_1989,活血化瘀通络,effect
GX_1990,清热宣肺,effect
GX_1991,尿血,effect
GX_1992,镇惊安神,effect
GX_1993,截疟,effect
GX_1994,营养神经,effect
GX_1995,除湿热,effect
GX_1996,疏肝理气,effect
GX_1997,疏风镇惊,effect
GX_1998,虫蛇咬伤,effect
GX_1999,疏风散热,effect
GX_2000,滋阴补血,effect
GX_2001,清热祛湿,effect
GX_2002,肺热咳喘,effect
GX_2003,肺热喘咳,effect
GX_2004,除痹,effect
GX_2005,收汗,effect
GX_2006,腐蚀赘疣,effect
GX_2007,开郁醒脾,effect
GX_2008,产后血晕,effect
GX_2009,清心；豁痰,effect
GX_2010,捣烂外敷,effect
GX_2011,祛瘀生新,effect
GX_2012,化脓性,effect
GX_2013,温阳,effect
GX_2014,止浊,effect
GX_2015,消肿。用于乳痈,effect
GX_2016,刀伤出血,effect
GX_2017,补肾宁心,effect
GX_2018,劳嗽,effect
GX_2019,噎膈,effect
GX_2020,阳萎,effect
GX_2021,蜂螫伤,effect
GX_2022,健脾开胃,effect
GX_2023,煎汤洗,effect
GX_2024,心痛,effect
GX_2025,疮癣,effect
GX_2026,平喘,effect
GX_2027,痔疾,effect
GX_2028,阴道滴虫,effect
GX_2029,用于血热吐衄,effect
GX_2030,降脂,effect
GX_2031,温经止痛,effect
GX_2032,化痰通便,effect
GX_2033,痈肿疔毒,effect
GX_2034,跌打瘀肿,effect
GX_2035,和脾,effect
GX_2036,冷气,effect
GX_2037,腮腺炎,effect
GX_2038,痈疽恶疮,effect
GX_2039,湿毒,effect
GX_2040,胸胁疼痛,effect
GX_2041,燥湿止痒,effect
GX_2042,跌打肿痛,effect
GX_2043,清热止血,effect
GX_2044,蛔虫症,effect
GX_2045,润肺清心,effect
GX_2046,消风,effect
GX_2047,续折伤,effect
GX_2048,祛湿敛疮,effect
GX_2049,补益肺肾,effect
GX_2050,除痹止泻,effect
GX_2051,固精,effect
GX_2052,通利二便,effect
GX_2053,改善心肌缺血,effect
GX_2054,急性肾炎,effect
GX_2055,收涩,effect
GX_2056,外用治痈肿,effect
GX_2057,安神解毒,effect
GX_2058,崩漏带下,effect
GX_2059,逐瘀通经,effect
GX_2060,喉痛,effect
GX_2061,健脾宁心,effect
GX_2062,化瘀,effect
GX_2063,麻疹,effect
GX_2064,解肌清热,effect
GX_2065,脚气水肿,effect
GX_2066,疔疮痈肿,effect
GX_2067,宽胸顺气,effect
GX_2068,宣肺止嗽,effect
GX_2069,风湿骨痛,effect
GX_2070,生姜,effect
GX_2071,清热养阴,effect
GX_2072,感冒头痛,effect
GX_2073,祛湿,effect
GX_2074,淋巴结结核,effect
GX_2075,益气,effect
GX_2076,益肺气,effect
GX_2077,渗湿,effect
GX_2078,病后体虚,effect
GX_2079,疮疖肿毒,effect
GX_2080,脘腹胀满,effect
GX_2081,产后瘀滞腹痛,effect
GX_2082,胆结石,effect
GX_2083,明目醒神,effect
GX_2084,追风,effect
GX_2085,生肌敛疮,effect
GX_2086,去瘀血,effect
GX_2087,通络止痛,effect
GX_2088,发热头痛,effect
GX_2089,闭经,effect
GX_2090,平肝息风,effect
GX_2091,强筋壮骨,effect
GX_2092,劳伤疼痛,effect
GX_2093,祛风定惊,effect
GX_2094,赤白带下,effect
GX_2095,肺痈,effect
GX_2096,活血,effect
GX_2097,滋阴润肺,effect
GX_2098,温肾健脾,effect
GX_2099,各种出血,effect
GX_2100,芳香化浊、开胃止呕,effect
GX_2101,大补,effect
GX_2102,止痛消肿,effect
GX_2103,通月经,effect
GX_2104,清心镇惊,effect
GX_2105,气胀,effect
GX_2106,清热除湿,effect
GX_2107,麻木,effect
GX_2108,健脾消食,effect
GX_2109,怔忡,effect
GX_2110,收敛止痛,effect
GX_2111,难产,effect
GX_2112,外伤感染,effect
GX_2113,贫血,effect
GX_2114,翳膜遮睛,effect
GX_2115,健胃消食,effect
GX_2116,抗菌消炎、调节免疫、抗氧化、加速组织愈合,effect
GX_2117,疮痈肿痛,effect
GX_2118,跌打内伤,effect
GX_2119,补肝,effect
GX_2120,补火助阳,effect
GX_2121,鹤膝风,effect
GX_2122,寒疝腹痛,effect
GX_2123,头晕耳鸣,effect
GX_2124,外感风寒,effect
GX_2125,解酒毒,effect
GX_2126,脾虚食少,effect
GX_2127,消痞散结,effect
GX_2128,舒筋活络,effect
GX_2129,缓急,effect
GX_2130,活血调经,effect
GX_2131,摄唾,effect
GX_2132,劫痰,effect
GX_2133,妇女崩漏,effect
GX_2134,平肝,effect
GX_2135,祛寒,effect
GX_2136,疏风通络,effect
GX_2137,敛肺定喘,effect
GX_2138,升阳举陷,effect
GX_2139,食物中毒,effect
GX_2140,治肺结核,effect
GX_2141,消肿解毒,effect
GX_2142,化浊,effect
GX_2143,流行性感冒,effect
GX_2144,治肺热,effect
GX_2145,紫癜,effect
GX_2146,解毒止痛,effect
GX_2147,疝气痛,effect
GX_2148,毒虫咬伤,effect
GX_2149,疝痛,effect
GX_2150,解表散热,effect
GX_2151,肺结核,effect
GX_2152,补肾纳气,effect
GX_2153,清火消肿,effect
GX_2154,抽搐,effect
GX_2155,坚筋骨,effect
GX_2156,利水消肿。用于肺热喘咳,effect
GX_2157,疏肝破气,effect
GX_2158,皮肤溃疡,effect
GX_2159,补肾强骨,effect
GX_2160,虚劳赢瘦,effect
GX_2161,鲜地黄  清热,effect
GX_2162,心腹痛,effect
GX_2163,脉管炎,effect
GX_2164,补肾清肝,effect
GX_2165,牙痛,effect
GX_2166,衄血,effect
GX_2167,风湿筋骨痛,effect
GX_2168,淸热,effect
GX_2169,目生翳障,effect
GX_2170,内伤吐血,effect
GX_2171,温肾化气,effect
GX_2172,久咳,effect
GX_2173,小儿惊痫,effect
GX_2174,消肿通便,effect
GX_2175,金疮出血,effect
GX_2176,涌吐,effect
GX_2177,化瘀止血,effect
GX_2178,健脾止泻,effect
GX_2179,头痛,effect
GX_2180,益精养血,effect
GX_2181,清热通窍,effect
GX_2182,补血滋阴,effect
GX_2183,行气散结,effect
GX_2184,丹毒,effect
GX_2185,祛暑除湿,effect
GX_2186,养血活血,effect
GX_2187,逐瘀止痛,effect
GX_2188,调补肝肾,effect
GX_2189,健脾化湿,effect
GX_2190,助阳化气,effect
GX_2191,凉血消斑,effect
GX_2192,解毒杀虫,effect
GX_2193,苦味健胃药,effect
GX_2194,清热解毒,effect
GX_2195,乙脑,effect
GX_2196,风湿痹痛,effect
GX_2197,祛风止痉,effect
GX_2198,固经止带,effect
GX_2199,水肿胀满尿少,effect
GX_2200,利湿止泻,effect
GX_2201,温补气血,effect
GX_2202,利小便,effect
GX_2203,消肿生肌,effect
GX_2204,疏风解表,effect
GX_2205,凉血消肿,effect
GX_2206,咽干,effect
GX_2207,收敛生肌,effect
GX_2208,解表化饮,effect
GX_2209,损伤,effect
GX_2210,咽炎,effect
GX_2211,肠风泻血,effect
GX_2212,解表,effect
GX_2213,淋巴结核,effect
GX_2214,利水,effect
GX_2215,行滞气,effect
GX_2216,胃肠炎,effect
GX_2217,止血消肿,effect
GX_2218,止痉,effect
GX_2219,能减轻对咽部黏膜的刺激,effect
GX_2220,鼻出血,effect
GX_2221,虚肿,effect
GX_2222,温肾助阳,effect
GX_2223,肠风便血,effect
GX_2224,补五劳七伤,effect
GX_2225,镇静止痛,effect
GX_2226,毒蛇咬伤,effect
GX_2227,镇痉定惊,effect
GX_2228,消瘀血,effect
GX_2229,除热,effect
GX_2230,外用治湿疹,effect
GX_2231,痞块,effect
GX_2232,健胃驱风,effect
GX_2233,消痰止咳,effect
GX_2234,急性扁桃体炎,effect
GX_2235,解毒消痈,effect
GX_2236,绦虫病,effect
GX_2237,骨节疼痛,effect
GX_2238,心慌,effect
GX_2239,续筋骨,effect
GX_2240,发烧,effect
GX_2241,温阳化气,effect
GX_2242,骨髓炎,effect
GX_2243,醒脾开胃,effect
GX_2244,消食开胃,effect
GX_2245,烦渴,effect
GX_2246,霍乱吐泻,effect
GX_2247,泻水逐饮,effect
GX_2248,益胃生津,effect
GX_2249,敛疮；内服祛痰消积,effect
GX_2250,解毒散结,effect
GX_2251,散痞,effect
GX_2252,祛风散寒,effect
GX_2253,疏散,effect
GX_2254,臁疮,effect
GX_2255,软坚,effect
GX_2256,清暑利湿,effect
GX_2257,跌打瘀痛,effect
GX_2258,温中行气,effect
GX_2259,解毒散结止痛,effect
GX_2260,活血镇痛,effect
GX_2261,解郁安神,effect
GX_2262,益气健脾,effect
GX_2263,口干烦渴,effect
GX_2264,赘疣,effect
GX_2265,淋巴结炎,effect
GX_2266,固涩,effect
GX_2267,痰热咳嗽,effect
GX_2268,解除平滑肌痉挛,effect
GX_2269,发散风寒,effect
GX_2270,清肺生津,effect
GX_2271,攻毒散结,effect
GX_2272,跌扑,effect
GX_2273,润燥,effect
GX_2274,抗菌,effect
GX_2275,眩晕,effect
GX_2276,湿热,effect
GX_2277,霍乱转筋,effect
GX_2278,清热解毒、凉血消肿,effect
GX_2279,行血,effect
GX_2280,崩漏,effect
GX_2281,除蒸,effect
GX_2282,产后腹痛,effect
GX_2283,痰热,effect
GX_2284,乳少,effect
GX_2285,破血消癥,effect
GX_2286,消脱,effect
GX_2287,烧伤,effect
GX_2288,燥湿利水,effect
GX_2289,补脾养胃,effect
GX_2290,温肾固精,effect
GX_2291,凉心定惊,effect
GX_2292,消积滞,effect
GX_2293,龋齿痛,effect
GX_2294,身痛,effect
GX_2295,咽喉炎,effect
GX_2296,胸腹胀满,effect
GX_2297,清湿热,effect
GX_2298,湿热泻痢,effect
GX_2299,惊风,effect
GX_2300,祛寒湿,effect
GX_2301,小儿消化不良,effect
GX_2302,牛皮癣,effect
GX_2303,病后体弱,effect
GX_2304,导滞,effect
GX_2305,食积,effect
GX_2306,祛风胜湿,effect
GX_2307,泻火通便,effect
GX_2308,发表宣肺,effect
GX_2309,增进食欲,effect
GX_2310,下食,effect
GX_2311,治诸,effect
GX_2312,跌扑损伤,effect
GX_2313,化湿,effect
GX_2314,痧气,effect
GX_2315,强身补脑,effect
GX_2316,小便不通,effect
GX_2317,除烦止渴,effect
GX_2318,生肌,effect
GX_2319,皮炎,effect
GX_2320,解酒,effect
GX_2321,鼠瘘,effect
GX_2322,高血压病,effect
GX_2323,疮疖痈肿,effect
GX_2324,风湿关节痛,effect
GX_2325,止泻止痢,effect
GX_2326,身痒,effect
GX_2327,镇心安神,effect
GX_2328,通便,effect
GX_2329,流感,effect
GX_2330,阴囊湿痒,effect
GX_2331,强腰膝,effect
GX_2332,滋肾,effect
GX_2333,熄风,effect
GX_2334,泻火利咽,effect
GX_2335,内服治,effect
GX_2336,去腐生新,effect
GX_2337,通经消癥,effect
GX_2338,癃闭,effect
GX_2339,温胃,effect
GX_2340,泻肺平喘,effect
GX_2341,瘫痪,effect
GX_2342,热病烦渴,effect
GX_2343,暑热,effect
GX_2344,化瘀凉血止血,effect
GX_2345,中耳炎,effect
GX_2346,脚气,effect
GX_2347,开胃消食,effect
